Команда,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
Мираж,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,X,X,X,X,X,X,X,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,X,X,X,X,X,X,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1
Top secret,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,X,X,X,X,X,X,X,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,X,X,X,X,X,X,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
Гимназисты,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,X,X,X,X,X,X,X,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,X,X,X,X,X,X,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1
Химера,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,X,X,X,X,X,X,X,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,X,X,X,X,X,X,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Бегемот и Ко,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,X,X,X,X,X,X,X,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,X,X,X,X,X,X,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
Второе дыхание,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,X,X,X,X,X,X,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Импульс,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,X,X,X,X,X,X,X,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,X,X,X,X,X,X,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
Команда Евелева,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,X,X,X,X,X,X,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
Интермедия,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,X,X,X,X,X,X,X,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,X,X,X,X,X,X,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Сборная Бутана,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,X,X,X,X,X,X,X,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,X,X,X,X,X,X,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Розовый слон,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,X,X,X,X,X,X,X,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,X,X,X,X,X,X,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Puzzle,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Приматы,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,X,X,X,X,X,X,X,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,X,X,X,X,X,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alter orbis,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,X,X,X,X,X,X,X,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,X,X,X,X,X,X,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Сириус,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,X,X,X,X,X,X,X,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,X,X,X,X,X,X,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Легион
НБСП,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,X,X,X,X,X,X,X,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,X,X,X,X,X,X,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Грешники,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,X,X,X,X,X,X,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
Кот и компания,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,X,X,X,X,X,X,X,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,X,X,X,X,X,X,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Паровозик который smoke,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,X,X,X,X,X,X,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Знать!,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,X,X,X,X,X,X,X,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,X,X,X,X,X,X,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
Чеширский слон,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,X,X,X,X,X,X,X,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,X,X,X,X,X,X,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0
КИО,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,X,X,X,X,X,X,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Q-Team,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,X,X,X,X,X,X,X,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,X,X,X,X,X,X,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1
ДВД,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,X,X,X,X,X,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Детский сад,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,X,X,X,X,X,X,X,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,X,X,X,X,X,X,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Трикотаж
Такие дела,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,X,X,X,X,X,X,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
Веербро,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,X,X,X,X,X,X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Слон потрогает тебя,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,X,X,X,X,X,X,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Похоть и уныние,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,X,X,X,X,X,X,X,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,X,X,X,X,X,X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Левиафан,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,X,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,X,X,X,X,X,X,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Эффект Кулиджа,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,X,X,X,X,X,X,X,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,X,X,X,X,X,X,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
