Команда,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
Анталлактика,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,X,X,X,X,X,X,X,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1
Мираж,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,X,X,X,X,X,X,X,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,X,X,X,X,X,X,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
Гимназисты,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,X,X,X,X,X,X,X,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,X,X,X,X,X,X,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1
Джокер,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,X,X,X,X,X,X,X,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,X,X,X,X,X,X,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
Динамит,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,X,X,X,X,X,X,X,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,X,X,X,X,X,X,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1
Плоская кошка,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,X,X,X,X,X,X,X,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,X,X,X,X,X,X,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0
Импульс,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,X,X,X,X,X,X,X,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
Команда Евелева,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,X,X,X,X,X,X,X,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,X,X,X,X,X,X,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
Интермедия,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,X,X,X,X,X,X,X,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,X,X,X,X,X,X,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1
Сборная Бутана,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,X,X,X,X,X,X,X,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,X,X,X,X,X,X,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1
Пивень,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,X,X,X,X,X,X,X,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,X,X,X,X,X,X,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
Звери 2.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,X,X,X,X,X,X,X,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
Приматы,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,X,X,X,X,X,X,X,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
Диверсия,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
НБСП,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,X,X,X,X,X,X,X,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,X,X,X,X,X,X,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1
Грешники,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,X,X,X,X,X,X,X,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,X,X,X,X,X,X,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
Палатка №6,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,X,X,X,X,X,X,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
Кот и компания,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,X,X,X,X,X,X,X,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,X,X,X,X,X,X,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
Фракталы,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,X,X,X,X,X,X,X,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,X,X,X,X,X,X,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1
Паровозик который smoke,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
More Bier,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,X,X,X,X,X,X,X,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,X,X,X,X,X,X,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1
Знать!,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,X,X,X,X,X,X,X,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,X,X,X,X,X,X,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1
ТПРУНЯ,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,X,X,X,X,X,X,X,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,X,X,X,X,X,X,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
КИО,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,X,X,X,X,X,X,X,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1
Фронезис,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,X,X,X,X,X,X,X,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Q-Team,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,X,X,X,X,X,X,X,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,X,X,X,X,X,X,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
Сирвента,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,X,X,X,X,X,X,X,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,X,X,X,X,X,X,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
Парамедики,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
Братислава,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ДВД,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,X,X,X,X,X,X,X,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,X,X,X,X,X,X,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Hammerhead,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,X,X,X,X,X,X,X,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Детский сад,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,X,X,X,X,X,X,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
Хладна Звезда,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,X,X,X,X,X,X,X,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1
Веербро,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
Слон потрогает тебя,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,X,X,X,X,X,X,X,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
Похоть и уныние,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
Натори,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,X,X,X,X,X,X,X,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
Ничего дельного,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1
Фуллерен,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,X,X,X,X,X,X,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
Петька Bully,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,X,X,X,X,X,X,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
22-43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,X,X,X,X,X,X,X,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Пельмешки,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
