Команда,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
Мираж,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,X,X,X,X,X,X,X,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,X,X,X,X,X,X,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1
Top secret,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,X,X,X,X,X,X,X,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,X,X,X,X,X,X,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
Гимназисты,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,X,X,X,X,X,X,X,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,X,X,X,X,X,X,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
Реал-Мордовия,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,X,X,X,X,X,X,X,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,X,X,X,X,X,X,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0
Джокер,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,X,X,X,X,X,X,X,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,X,X,X,X,X,X,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1
Динамит,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,X,X,X,X,X,X,X,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,X,X,X,X,X,X,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1
Второе дыхание,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,X,X,X,X,X,X,X,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,X,X,X,X,X,X,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0
Команда Евелева,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,X,X,X,X,X,X,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0
Интермедия,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,X,X,X,X,X,X,X,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,X,X,X,X,X,X,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0
Сборная Бутана,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,X,X,X,X,X,X,X,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,X,X,X,X,X,X,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1
Приматы,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,X,X,X,X,X,X,X,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,X,X,X,X,X,X,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0
НБСП,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,X,X,X,X,X,X,X,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,X,X,X,X,X,X,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
Паровозик который smoke,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,X,X,X,X,X,X,X,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,X,X,X,X,X,X,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0
Бронепоезд,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,X,X,X,X,X,X,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Знать!,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,X,X,X,X,X,X,X,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,X,X,X,X,X,X,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0
КИО,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,X,X,X,X,X,X,X,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,X,X,X,X,X,X,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
ФМ,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,X,X,X,X,X,X,X,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,X,X,X,X,X,X,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0
